"web_scraper_order","web_scraper_start_url","title","lieu","type","asso","date_mission","dispo"
"1615904215-1942","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=268&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévoles communication locale","Lieu : Lyon (toute la ville) (69000)","Type :  Opération de sensibilisation","Association :  Oxfam France","Date : Tout le temps","Disponibilité demandée :  Quelques heures par mois"
"1615905090-5071","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=7&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chauffeur/Accompagnateur","Lieu : ISERE (38)","Type :  Aide au déplacement","Association :  AFM-Téléthon -  Association Française contre les Myopathies - Service d'appui aux délégations","Date : Tout le temps","Disponibilité demandée :  A définir avec l'équipe départementale selon votre disponibilité"
"1615904631-3614","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=128&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à  domicile - Mérignac","Lieu : MERIGNAC (33700)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Section Gironde","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
"1615904850-4381","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=64&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Formez des jeunes à la prise de parole","Lieu : PARIS (toute la ville) (75000)","Type :  Enseignement. Formation.","Association :  Association de démocratisation de l'art oratoire","Date : Tout le temps","Disponibilité demandée :  Selon vos disponibilités"
"1615905048-4944","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=18&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement vers l'accès aux vacances","Lieu : Marseille (toute la ville) (13000)","Type :  Autres actions","Association :  Vacances et Familles - Antenne des Bouches du Rhône","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904049-1266","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=324&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagner des créateurs d'entreprise - Saint-Maur-des-Fossés","Lieu : CHAMPIGNY SUR MARNE (94500)","Type :  Aide à l'insertion / Parrainages","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  Mission Régulière (Environ 1/2 journée par semaine), horaires flexibles"
"1615904115-1553","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=300&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Apprentissage du français / FLE","Lieu : SEINE-ET-MARNE (77)","Type :  Autres actions","Association :  Secours Catholique - Seine-et-Marne","Date : Tout le temps","Disponibilité demandée :  2 heures par semaine minimum"
"1615904079-1381","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=314&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Recherche de fonds - Centre socioculturel - Secteur Argenteuil","Lieu : VAL-D'OISE (95)","Type :  Recherche de fonds, de partenaires","Association :  La Maison Pour Tous","Date : Tout le temps","Disponibilité demandée :  - Selon les possibilités du (de la) bénévole."
"1615903842-542","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=384&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Correspondant Immobilier - Maître D'oeuvre","Lieu : VAR (83)","Type :  BTP/Logistique/Sécurité/Transport","Association :  Habitat et Humanisme - Var","Date : Tout le temps","Disponibilité demandée :  Disponibilités : engagement sur la durée de l’opération suivie. Minimum 1 jour par semaine + disponibilité plus importante en période de réception/ livraison des logements."
"1615904493-2958","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=183&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Activités ludiques (jeux de société, jeux de carte…) en maison de retraite à la Tonneins (47)","Lieu : TONNEINS (47400)","Type :  Animation culturelle","Association :  Armée du Salut","Date : Tout le temps","Disponibilité demandée :  Quelques heures par mois"
"1615904490-2947","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=184&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Community manager - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Communication","Association :  Foot Solidaire","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904279-2254","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=242&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation autour de la culture","Lieu : LYON 69006 (69006)","Type :  Animation culturelle","Association :  Habitat et Humanisme - Rhône","Date : Tout le temps","Disponibilité demandée :  une demi-journée par semaine"
"1615904864-4462","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=58&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsables d'antenne locale - Orne","Lieu : ORNE (61)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Grands-Parrains","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904167-1735","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=285&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Assistante sociale","Lieu : ROISSY EN BRIE (77680)","Type :  Accueil, Information","Association :  My Harmony","Date : Tout le temps","Disponibilité demandée :  4 heures par semaine"
"1615904725-3926","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=102&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Visite à domicile / Accompagnement de personnes âgées, handicapées ... - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Accompagnement social. Maraude","Association :  ADMR - Fédération du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Une ou quelques heures par semaine."
"1615903909-699","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=371&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Séniors et conduite, restez mobile","Lieu : HAUTE-LOIRE (43)","Type :  Communication","Association :  Association Prévention Routière - Région Rhône-Alpes","Date : Tout le temps","Disponibilité demandée :  1 fois tous les 2 mois"
"1615904231-2006","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=262&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur de jeu","Lieu : LA GARDE (83130)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  une demi-journée pour chaque intervention, à planifier avec le responsable de votre comité"
"1615904735-3980","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=98&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable bénévole (H ou F) chargé(e) du Matériel Spécialisé","Lieu : CAEN (14000)","Type :  Autres actions","Association :  Association Valentin HAÜY - Comité du Calvados ","Date : Tout le temps","Disponibilité demandée :  Disponibilité à définir ensemble, et sur Rendez-vous."
"1615904592-3438","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=143&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé.e de ressources humaine et gestion administrative","Lieu : BRIANCON (05100)","Type :  Gestion administrative","Association :  EKO!","Date : Tout le temps","Disponibilité demandée :  à définir"
"1615904274-2224","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=244&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil de chercheurs d'emploi","Lieu : PARIS (toute la ville) (75000)","Type :  Accueil, Information","Association :  Association Visemploi","Date : Tout le temps","Disponibilité demandée :  quelques heures par mois"
"1615904081-1404","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=313&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Assistance administrative et comptable - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Secrétariat, bureautique","Association :  La Maison Pour Tous","Date : Tout le temps","Disponibilité demandée :  - 1 demi-journée par semaine."
"1615904243-2075","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=257&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission occasionnelle Photographe","Lieu : SORGUES (84700)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  1 à 2 jours par mois, organisation flexible"
"1615905059-4966","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=16&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participe à la mobilisation des 18-25 ans pour le Téléthon de ton département","Lieu : RHONE (69)","Type :  Collecte (argent, aliments...)","Association :  AFM - Coordination Téléthon - Rhône (Nord)","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904146-1641","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=293&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secrétaire pour l'association de Villars-les-Dombes","Lieu : VILLARS LES DOMBES (01330)","Type :  Secrétariat, bureautique","Association :  Fédération ADMR de l'Ain","Date : Tout le temps","Disponibilité demandée :  2 - 3 demi-journées par semaine"
"1615904723-3918","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=103&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participation aux tâches administratives et de gestion - Secteur de Montmagny","Lieu : VAL-D'OISE (95)","Type :  Secrétariat, bureautique","Association :  ADMR - Fédération du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904490-2941","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=184&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide aux réfugiés en formation","Lieu : MALAKOFF (92240)","Type :  Aide à l'insertion / Parrainages","Association :  Association REBORN","Date : Tout le temps","Disponibilité demandée :  Une heure par semaine (flexible)"
"1615904934-4617","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=45&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Soyez "passerelle" entre associations et bénévoles - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Passerelles & Compétences Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904488-2933","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=185&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement de demandeurs d'emploi - Secteur d'Argenteuil","Lieu : VAL-D'OISE (95)","Type :  Conseil, Défense des droits","Association :  SNC - Solidarités Nouvelles Face au Chômage - Bouffémont","Date : Tout le temps","Disponibilité demandée :  - Quelques heures chaque quinzaine."
"1615904718-3890","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=105&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à  domicile - Saint-Sébastien","Lieu : ST SEBASTIEN SUR LOIRE (44230)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Grand Ouest","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
"1615905076-5019","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=11&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Assistance au Président-DG de l'Association","Lieu : Partout en France ","Type :  Gestion administrative","Association :  Antenna France ","Date : Tout le temps","Disponibilité demandée :  minimum l'équivalent de 2 jours par semaine"
"1615904243-2067","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=257&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission occasionnelle Photographe","Lieu : GAP (05000)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  1 à 2 jours par mois, organisation flexible"
"1615904767-4137","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=85&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Service civique - Accompagnement de bénévoles dans leur engagement - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Enseignement. Formation.","Association :  Afev - Association de la Fondation Etudiante pour la Ville - 95","Date : Tout le temps","Disponibilité demandée :  26 heures par semaine"
"1615904563-3306","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=154&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole chargé(e) de missions de sensibilisation à la déficience visuelle","Lieu : Partout en France ","Type :  Opération de sensibilisation","Association :  Association Valentin HAÜY au service des aveugles et des malvoyants - Siège","Date : Tout le temps","Disponibilité demandée :  Une demi-journée par semaine au maximum (ou plus au choix des personnes et selon leur disponibilité)."
"1615904243-2074","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=257&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission occasionnelle vidéaste","Lieu : SORGUES (84700)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  1 à 2 jours par mois, organisation flexible"
"1615904939-4638","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=43&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Distribution alimentaire aux Restos du Cœur - Bouffémont","Lieu : BOUFFEMONT (95570)","Type :  Distribution d'aliments, vêtements...","Association :  Les Restaurants du Cœur - Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine, de fin novembre à fin mars."
"1615904049-1262","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=324&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagner des créateurs d'entreprise - Massy","Lieu : MASSY (91300)","Type :  Aide à l'insertion / Parrainages","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  Mission Régulière (Environ 1/2 journée par semaine), horaires flexibles"
"1615904650-3718","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=120&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez bénévoles d'accompagnement en Soins Palliatifs","Lieu : AGDE (34300)","Type :  Ecoute","Association :  Association d'Accompagnement en Soins Palliatifs  OUEST HERAULT","Date : Tout le temps","Disponibilité demandée :  4h par semaine"
"1615904260-2153","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=250&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide piscine","Lieu : BRETIGNY SUR ORGE (91220)","Type :  Animation sportive","Association :  Espadon de Brétigny","Date : du 02/11/2020 au 17/06/2021","Disponibilité demandée :  2h lundi et jeudi"
"1615904246-2084","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=256&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Ecrivain public/Aidant à l'utilisation du numérique","Lieu : PARIS (75)","Type :  Informatique. Web","Association :  Secours Catholique - Paris","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine en journée"
"1615905064-4985","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=14&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé(e) de communication","Lieu : ST BRIEUC (22000)","Type :  Communication","Association :  Fédération 3977 contre les maltraitances - ALMA 22","Date : Tout le temps","Disponibilité demandée :  1 demi-journée par semaine OU plus suivant disponibilités"
"1615903961-922","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=353&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable d'équipe locale - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Secours Catholique - Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - 3 demi-journées par semaine environ."
"1615904265-2178","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=248&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission coup de main","Lieu : DIGNE LES BAINS (04000)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  Journée, soirée ou week-ends selon l'action"
"1615903794-390","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=397&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnateur utilisant les transports en commun","Lieu : PARIS (75)","Type :  Aide au déplacement","Association :  Les Papillons blancs de Paris","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904777-4165","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=82&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement en lecture - Enfants - Ermont","Lieu : ERMONT (95120)","Type :  Animation culturelle","Association :  Centre socio-culturel Les Chênes","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904568-3336","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=152&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AGIRabcd propose une mission chef de projet informatique","Lieu : PARIS 75018 (75018)","Type :  Informatique. Web","Association :  Association Générale des Intervenants retraités actions de bénévoles pour la coopération et le développementAGIRabcd","Date : Tout le temps","Disponibilité demandée :  La disponibilité souhaitable est de 2 jours par semaine, sachant qu’une partie de l’engagement peut s’effectuer en télétravail."
"1615904723-3917","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=103&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participation aux tâches administratives et de gestion - Secteur de Pontoise","Lieu : VAL-D'OISE (95)","Type :  Secrétariat, bureautique","Association :  ADMR - Fédération du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904260-2151","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=250&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation d'un atelier de français et podcast","Lieu : PARIS 75020 (75020)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  Autremonde","Date : du 13/10/2020 au 01/07/2021","Disponibilité demandée :  1 soirée par semaine"
"1615904203-1880","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=273&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Artiste proposant des animations autour du recyclage à Anduze (Gard)","Lieu : ANDUZE (30140)","Type :  Animation culturelle","Association :  La Recyclerie d'Anduze","Date : Tout le temps","Disponibilité demandée :  1 ou 2 heures par semaine"
"1615904304-2348","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=234&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secrétaire","Lieu : PAU (64000)","Type :  Gestion administrative","Association :  AFM-Téléthon -  Association Française contre les Myopathies - Service d'appui aux délégations","Date : Tout le temps","Disponibilité demandée :  A définir avec l'équipe départementale selon votre disponibilité"
"1615904394-2628","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=211&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur/trice de cours informatique débutant","Lieu : BAGNEUX (92220)","Type :  Informatique. Web","Association :  TOUS AU WEB","Date : Tout le temps","Disponibilité demandée :  1h30 par cours"
"1615904355-2524","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=219&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Formateur Premiers Secours","Lieu : CORMELLES LE ROYAL (14123)","Type :  Enseignement. Formation.","Association :  Croix-Rouge française - Délégation Territoriale du Calvados","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904444-2821","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=194&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AFM-Téléthon - Responsable Pôle Formation - Région Nord/Est","Lieu : HAUTE-MARNE (52)","Type :  Enseignement. Formation.","Association :  Association Française contre les Myopathies - Siège","Date : Tout le temps","Disponibilité demandée :  2 à 3 jours par semaine environ"
"1615904203-1877","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=273&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Trésorier départemental pour les Restos du Coeur de la Marne","Lieu : REIMS (51100)","Type :  Gestion financière et comptable","Association :  Les Restaurants du Cœur - Marne","Date : Tout le temps","Disponibilité demandée :  1 à 2 demi-journées par semaine"
"1615903923-774","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=365&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide aux soins","Lieu : FLORANGE (57190)","Type :  Secourisme. Santé. Soins","Association :  Groupe SOS Seniors","Date : Tout le temps","Disponibilité demandée :  7h par jour"
"1615905026-4863","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=24&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur de secteur - Angoulême","Lieu : CHARENTE (16)","Type :  Autres actions","Association :  AFM - Coordination Téléthon - Charente","Date : Tout le temps","Disponibilité demandée :  l'équivalent d'une  demie journee par semaine"
"1615904670-3788","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=114&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secourisme","Lieu : ABLON SUR SEINE (94480)","Type :  Secourisme. Santé. Soins","Association :  Croix-Rouge Française - Délégation de Villeneuve-le Roi","Date : Tout le temps","Disponibilité demandée :  1 demi-journée"
"1615904203-1883","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=273&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide au développement du café solidaire","Lieu : TOULOUSE 31200 (31200)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  La Fabrique Solidaire des Minimes ","Date : Tout le temps","Disponibilité demandée :  1 à 2 heures par mois voir plus en fonction des disponibilités"
"1615903914-726","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=369&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Musiciens pour animations en groupe, musique de chambre, variété ou jazz","Lieu : GRENOBLE (38)","Type :  Animation culturelle","Association :  Volontariat et Soutien par l'Art - Grenoble","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615904668-3772","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=115&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement de chercheur d'emploi - Rodez","Lieu : RODEZ (12000)","Type :  Aide à l'insertion / Parrainages","Association :  Solidarités Nouvelles face au Chômage","Date : Tout le temps","Disponibilité demandée :  1 heure minimum par semaine : une heure pour chaque rendez-vous d'accompagnement + la réunion mensuelle avec les autres bénévoles du groupe + participation à la vie du groupe"
"1615904552-3253","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=158&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé de communication - Association d'accompagnement à la scolarité","Lieu : NANTERRE (92000)","Type :  Communication","Association :  BEL AGIR","Date : Tout le temps","Disponibilité demandée :  2h par semaine en moyenne"
"1615905064-4991","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=14&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Potager / Maraîchage / Re-végétalisation de la ferme - Montmagny","Lieu : MONTMAGNY (95360)","Type :  Travaux manuels","Association :  Les Fermes d'Espoir","Date : Tout le temps","Disponibilité demandée :  - Une ou quelques demi-journées par semaine."
"1615904262-2163","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=249&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévoles Accueil, Ecoute, Accompagnement","Lieu : ST LAURENT DE NESTE (65150)","Type :  Accompagnement social. Maraude","Association :  Secours catholique - Délégation PYRENEES GASCOGNE","Date : Tout le temps","Disponibilité demandée :  4 journées par mois"
"1615904253-2117","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=253&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement relationnel de personnes âgées par des visites à domicile","Lieu : VAUGNERAY (69670)","Type :  Visite à domicile","Association :  Les petits frères des Pauvres de la région Auvergne Rhône-Alpes, AURA","Date : Tout le temps","Disponibilité demandée :  1 à 2 heures par semaine de façon régulière ou tous les 15 jours, éventuellement le week-end."
"1615904631-3622","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=128&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à domicile - Bordeaux-sud","Lieu : BORDEAUX (33000)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Section Gironde","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
"1615904104-1506","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=304&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur d’activités ou de sorties","Lieu : NIMES 30900 (30900)","Type :  Animation culturelle","Association :  APF France handicap - Délégation du Gard","Date : Tout le temps","Disponibilité demandée :  1 à 2 demi-journées par semaine"
